freq_NMS,SDmean,SDmean_err
-162.5,0.08833333333333333,0.008489792291982927
-159.72222222222223,0.08958333333333333,0.008556069968582547
-156.94444444444446,0.0925,0.008813903552531836
-154.16666666666666,0.08208333333333334,0.008221965529164607
-151.38888888888889,0.08249999999999999,0.008279400732680513
-148.61111111111111,0.07874999999999999,0.008069659010808219
-145.83333333333334,0.09,0.008489661212221458
-143.05555555555554,0.08208333333333333,0.008264268023234076
-140.27777777777777,0.09208333333333334,0.008740660649349072
-137.5,0.08833333333333333,0.008591978517972517
-134.72222222222223,0.09541666666666666,0.008974054343265089
-131.94444444444446,0.09625,0.008881769520068828
-129.16666666666669,0.08458333333333334,0.008294283678279836
-126.38888888888889,0.08375,0.008303708680454661
-123.61111111111111,0.08249999999999999,0.008408012383908647
-120.83333333333334,0.08583333333333334,0.00839731464820273
-118.05555555555556,0.08291666666666667,0.0083458632208688
-115.27777777777777,0.07958333333333334,0.008144336092186455
-112.5,0.09166666666666667,0.008689351534478385
-109.72222222222223,0.09791666666666667,0.008981730221054767
-106.94444444444444,0.08416666666666667,0.008322874641615203
-104.16666666666667,0.07083333333333333,0.007682309649466262
-101.38888888888889,0.09041666666666667,0.008683429853979453
-98.61111111111111,0.08625,0.008415603581611721
-95.83333333333334,0.08083333333333334,0.008167387280440856
-93.05555555555556,0.08416666666666667,0.008239014089008616
-90.27777777777779,0.08041666666666666,0.008183542145525101
-87.5,0.07333333333333333,0.007850975816424546
-84.72222222222223,0.07916666666666666,0.008255942878633647
-81.94444444444444,0.07291666666666667,0.007785875330486964
-79.16666666666667,0.07250000000000001,0.007630497483637257
-76.38888888888889,0.07375000000000001,0.007914486818922782
-73.61111111111111,0.075,0.00797620821221371
-70.83333333333334,0.07416666666666666,0.007848352231646654
-68.05555555555556,0.06708333333333333,0.007413117078420867
-65.27777777777779,0.06375,0.007301547245413983
-62.5,0.06708333333333333,0.007361507810265583
-59.72222222222223,0.07,0.007586156551530018
-56.94444444444444,0.065,0.007376380458366591
-54.16666666666667,0.051250000000000004,0.006420868108347114
-51.388888888888886,0.06583333333333333,0.007366337218961184
-48.611111111111114,0.05083333333333333,0.006427871215859126
-45.83333333333334,0.05708333333333333,0.007066959491042737
-43.05555555555556,0.044583333333333336,0.006112447560733701
-40.277777777777786,0.058333333333333334,0.006832844516647658
-37.5,0.04625,0.006275858487833818
-34.72222222222223,0.04125,0.0056788460844571665
-31.944444444444457,0.03875,0.005699136851605134
-29.166666666666686,0.03583333333333333,0.005313743984420182
-26.388888888888886,0.030833333333333334,0.004970789955450073
-23.611111111111114,0.023333333333333334,0.004231046745575193
-20.833333333333343,0.019583333333333335,0.00394994859905205
-18.05555555555557,0.01375,0.0032489997106542505
-15.277777777777771,0.015833333333333335,0.003612899952359231
-12.5,0.018333333333333333,0.0038647160016153786
-9.722222222222229,0.017083333333333332,0.003721744131732251
-6.944444444444457,0.025833333333333333,0.00451668332567586
-4.166666666666686,0.020416666666666666,0.003954634565488234
-1.3888888888888857,0.03,0.004744034616747524
1.3888888888888857,0.028333333333333335,0.004608390786207537
4.166666666666657,0.037083333333333336,0.00546443968882539
6.944444444444429,0.035,0.005339452943626588
9.722222222222229,0.03791666666666667,0.005728637009715877
12.5,0.03375,0.005255769571617215
15.277777777777771,0.04416666666666667,0.00605593477960516
18.055555555555543,0.035,0.005329184380817944
20.833333333333314,0.036250000000000004,0.00556160313215353
23.611111111111114,0.04083333333333333,0.005815202504349815
26.388888888888886,0.03125,0.00494629509697956
29.166666666666657,0.023333333333333334,0.004309216048150364
31.94444444444443,0.029166666666666667,0.004829989022601311
34.72222222222223,0.02333333333333333,0.004462257768062943
37.5,0.021666666666666667,0.004306656659004975
40.27777777777777,0.02625,0.004634029736366131
43.05555555555554,0.024166666666666666,0.004443302098471991
45.833333333333314,0.01875,0.004101569951278587
48.611111111111114,0.02333333333333333,0.004564678927352967
51.388888888888886,0.019166666666666665,0.0039734887656850335
54.16666666666666,0.024583333333333332,0.004494106970729061
56.94444444444443,0.023333333333333334,0.004348027561008248
59.72222222222223,0.02291666666666667,0.004275997204007989
62.5,0.029583333333333336,0.00504742505513888
65.27777777777777,0.02625,0.004677728678746024
68.05555555555554,0.03125,0.004987880557302081
70.83333333333331,0.035833333333333335,0.005390802741828338
73.61111111111111,0.035,0.005436541928399948
76.38888888888889,0.04541666666666667,0.006179423467718276
79.16666666666666,0.03958333333333333,0.005697400342133941
81.94444444444443,0.05625,0.006950082121058717
84.7222222222222,0.05708333333333333,0.006865892049141254
87.5,0.04875,0.006350010013651113
90.27777777777777,0.0575,0.006918437704367793
93.05555555555554,0.05333333333333333,0.006575269064468483
95.83333333333331,0.06208333333333334,0.007138464897775004
98.61111111111109,0.05291666666666667,0.006634895469871326
101.38888888888886,0.06708333333333333,0.007618151024336557
104.16666666666663,0.0625,0.007151770162503703
106.94444444444446,0.07208333333333333,0.007697531643269363
109.72222222222223,0.06708333333333333,0.007535204058455618
112.5,0.07875,0.00810259340420042
