x,y
-120.0,0.07423105287859395
-115.92592592592592,0.07035193457673926
-111.85185185185185,0.06625680468427188
-107.77777777777777,0.062138555208167565
-103.7037037037037,0.05830531615270783
-99.62962962962962,0.05517688377062334
-95.55555555555556,0.05322811681761689
-91.48148148148148,0.05286855727694156
-87.4074074074074,0.054293256261204445
-83.33333333333333,0.057386465978484694
-79.25925925925925,0.06174809536627969
-75.18518518518519,0.0668313128387827
-71.11111111111111,0.07210578546490241
-67.03703703703704,0.07716564079474424
-62.96296296296296,0.08175995749659205
-58.888888888888886,0.08577025577344785
-54.81481481481481,0.08916881948863678
-50.74074074074073,0.09197961337125961
-46.66666666666666,0.09424977258271684
-42.59259259259258,0.09603168118281782
-38.518518518518505,0.09737286776021922
-34.44444444444444,0.09831080118571525
-30.370370370370367,0.09887038906526477
-26.29629629629629,0.09906276301926992
-22.222222222222214,0.09888454771824398
-18.148148148148138,0.09831726828651881
-14.074074074074062,0.09732695295728952
-9.999999999999986,0.09586446989131564
-5.925925925925924,0.09386786065634282
-1.8518518518518476,0.09126905764990867
2.2222222222222285,0.08800890626199456
6.296296296296305,0.08406575058596231
10.370370370370381,0.07950181303392702
14.444444444444457,0.07452352690172823
18.518518518518533,0.06953179151060401
22.59259259259261,0.06511136722210423
26.666666666666686,0.06190774561075174
30.740740740740762,0.060407386042305125
34.81481481481484,0.06074401828447493
38.888888888888914,0.06267005858100379
42.96296296296299,0.0657024163179849
47.03703703703704,0.06932114888284807
51.111111111111114,0.07310461698582502
55.18518518518519,0.07677288161523833
59.25925925925927,0.08017155423149745
63.33333333333334,0.08323514651255697
67.40740740740742,0.08595244469416177
71.4814814814815,0.08834132125302155
75.55555555555557,0.09043281690838734
79.62962962962965,0.092262025459794
83.70370370370372,0.09386333038201153
87.7777777777778,0.09526819966716182
91.85185185185188,0.09650438956908211
95.92592592592595,0.09759587429479283
100.0,0.09856311643756516
