Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:48:05
Elapsed Time;00:00:59:932
Samples;827

--Statistics--
Minimum [W];4,1702E-05
Maximum [W];4,2023E-05
Mean [W];4,1865E-05
Standard Deviation [W];6,2174E-08
Ratio;1,008 : 1

--Graph Data--
Time (ms);Power (W)
0,000;4,2021E-05
59,000;4,1984E-05
124,000;4,1953E-05
183,000;4,1937E-05
241,000;4,1937E-05
366,000;4,1932E-05
430,000;4,1928E-05
489,000;4,192E-05
547,000;4,1895E-05
610,000;4,1857E-05
735,000;4,1827E-05
794,000;4,1841E-05
852,000;4,1857E-05
915,000;4,1863E-05
1006,000;4,1869E-05
1043,000;4,1881E-05
1101,000;4,1875E-05
1164,000;4,1844E-05
1223,000;4,1818E-05
1334,000;4,1829E-05
1394,000;4,1835E-05
1457,000;4,1878E-05
1516,000;4,1934E-05
1635,621;4,1933E-05
1694,621;4,1925E-05
1756,621;4,1918E-05
1815,621;4,1889E-05
1886,621;4,1868E-05
1944,621;4,1877E-05
2007,621;4,1898E-05
2111,621;4,1973E-05
2181,621;4,196E-05
2243,621;4,1935E-05
2301,621;4,191E-05
2364,621;4,1911E-05
2423,621;4,195E-05
2541,621;4,1949E-05
2613,621;4,1945E-05
2650,621;4,1975E-05
2714,621;4,1991E-05
2773,621;4,1971E-05
2844,621;4,1977E-05
2911,621;4,1985E-05
2974,621;4,1962E-05
3033,621;4,1921E-05
3095,621;4,1877E-05
3191,621;4,1866E-05
3274,621;4,1879E-05
3314,621;4,1914E-05
3373,621;4,1979E-05
3435,621;4,2008E-05
3504,621;4,1977E-05
3563,621;4,1949E-05
3638,621;4,1948E-05
3675,621;4,1937E-05
3759,621;4,193E-05
3879,621;4,1888E-05
3915,621;4,1867E-05
3999,621;4,1853E-05
4058,621;4,182E-05
4179,621;4,1809E-05
4241,621;4,182E-05
4278,621;4,1807E-05
4340,621;4,1807E-05
4399,621;4,1812E-05
4469,621;4,1812E-05
4521,621;4,1826E-05
4585,621;4,1843E-05
4650,621;4,1859E-05
4737,621;4,186E-05
4834,621;4,1815E-05
4893,621;4,1813E-05
4955,621;4,1802E-05
5014,621;4,1796E-05
5076,621;4,1793E-05
5184,621;4,1803E-05
5248,621;4,1818E-05
5306,621;4,1833E-05
5369,621;4,1835E-05
5428,621;4,1813E-05
5502,621;4,1789E-05
5566,621;4,1778E-05
5626,621;4,1777E-05
5685,621;4,1789E-05
5746,621;4,1837E-05
5844,621;4,1817E-05
5928,621;4,1814E-05
5968,621;4,1864E-05
6052,621;4,1917E-05
6090,621;4,192E-05
6210,621;4,1877E-05
6269,621;4,1907E-05
6328,621;4,1935E-05
6388,621;4,1939E-05
6459,621;4,1925E-05
6520,621;4,1911E-05
6581,621;4,1909E-05
6645,621;4,1915E-05
6704,621;4,1925E-05
6825,621;4,1922E-05
6888,621;4,1928E-05
6935,621;4,1947E-05
6999,621;4,1948E-05
7118,621;4,1915E-05
7180,621;4,189E-05
7239,621;4,1887E-05
7292,621;4,1907E-05
7359,621;4,1908E-05
7420,621;4,19E-05
7479,621;4,1904E-05
7547,621;4,1915E-05
7605,621;4,1933E-05
7729,621;4,1984E-05
7788,621;4,1985E-05
7851,621;4,1991E-05
7911,621;4,1992E-05
8033,621;4,1956E-05
8094,621;4,1965E-05
8158,621;4,1965E-05
8275,621;4,1934E-05
8398,621;4,1945E-05
8435,621;4,194E-05
8519,621;4,1918E-05
8557,621;4,1903E-05
8618,621;4,1884E-05
8688,621;4,1865E-05
8747,621;4,1856E-05
8809,621;4,1847E-05
8868,621;4,1839E-05
8929,621;4,1834E-05
9049,621;4,1834E-05
9108,621;4,1895E-05
9167,621;4,1956E-05
9228,621;4,1983E-05
9287,621;4,1993E-05
9357,621;4,1989E-05
9415,621;4,1967E-05
9478,621;4,1949E-05
9537,621;4,1926E-05
9595,621;4,191E-05
9705,621;4,1923E-05
9769,621;4,1937E-05
9828,621;4,1947E-05
9907,621;4,1954E-05
10027,621;4,1958E-05
10063,621;4,1952E-05
10147,621;4,1936E-05
10184,621;4,1909E-05
10250,621;4,1894E-05
10322,621;4,1895E-05
10387,621;4,1896E-05
10445,621;4,1906E-05
10504,621;4,1922E-05
10567,621;4,1926E-05
10672,621;4,1904E-05
10730,621;4,1906E-05
10789,621;4,1924E-05
10852,621;4,1937E-05
10911,621;4,1942E-05
11047,621;4,1948E-05
11106,621;4,1941E-05
11168,621;4,1936E-05
11227,621;4,1926E-05
11407,621;4,1873E-05
11465,621;4,1876E-05
11532,621;4,1887E-05
11591,621;4,1899E-05
11712,621;4,189E-05
11772,621;4,1906E-05
11837,621;4,1927E-05
11897,621;4,194E-05
11992,621;4,1968E-05
12075,621;4,1953E-05
12113,621;4,1935E-05
12195,621;4,1912E-05
12317,621;4,1909E-05
12354,621;4,1911E-05
12438,621;4,1903E-05
12477,621;4,1911E-05
12535,621;4,1929E-05
12607,621;4,1954E-05
12676,621;4,1974E-05
12734,621;4,1977E-05
12793,621;4,1982E-05
12851,621;4,1993E-05
12973,621;4,2002E-05
13033,621;4,1987E-05
13092,621;4,1969E-05
13154,621;4,1948E-05
13277,435;4,1956E-05
13336,435;4,1956E-05
13398,435;4,1952E-05
13457,435;4,1966E-05
13583,435;4,1964E-05
13621,435;4,1951E-05
13705,435;4,195E-05
13745,435;4,1959E-05
13803,435;4,1973E-05
13928,435;4,1981E-05
13987,435;4,1956E-05
14050,435;4,1936E-05
14104,435;4,1916E-05
14176,435;4,1914E-05
14235,435;4,193E-05
14300,435;4,1928E-05
14423,435;4,1874E-05
14541,435;4,1773E-05
14603,435;4,1777E-05
14667,435;4,1859E-05
14705,435;4,1939E-05
14777,435;4,1957E-05
14898,435;4,1922E-05
14961,435;4,1926E-05
15030,435;4,1925E-05
15067,435;4,1916E-05
15128,435;4,1905E-05
15250,435;4,1869E-05
15308,435;4,1835E-05
15371,435;4,18E-05
15430,435;4,1789E-05
15488,435;4,1802E-05
15610,435;4,1809E-05
15672,435;4,1818E-05
15731,435;4,1828E-05
15793,435;4,1842E-05
15852,435;4,185E-05
15975,435;4,1872E-05
16102,435;4,1939E-05
16161,435;4,1937E-05
16220,435;4,1919E-05
16290,435;4,1901E-05
16353,435;4,1893E-05
16412,435;4,1896E-05
16527,435;4,1932E-05
16645,435;4,1922E-05
16710,435;4,19E-05
16768,435;4,1886E-05
16831,435;4,1884E-05
16953,435;4,1932E-05
17012,435;4,193E-05
17075,435;4,194E-05
17134,435;4,1961E-05
17257,739;4,1956E-05
17311,739;4,1949E-05
17373,739;4,194E-05
17498,739;4,1903E-05
17608,739;4,1876E-05
17671,739;4,1858E-05
17730,739;4,1846E-05
17818,739;4,1835E-05
17910,739;4,1888E-05
17966,739;4,1901E-05
18049,739;4,19E-05
18087,739;4,1912E-05
18146,739;4,1921E-05
18217,739;4,1916E-05
18281,739;4,1914E-05
18342,739;4,1916E-05
18405,739;4,191E-05
18463,739;4,1892E-05
18587,739;4,1874E-05
18630,739;4,1869E-05
18688,739;4,187E-05
18747,739;4,1874E-05
18810,739;4,1874E-05
18881,739;4,1878E-05
18940,739;4,189E-05
19003,739;4,1897E-05
19051,739;4,1907E-05
19113,739;4,1933E-05
19186,739;4,1955E-05
19252,739;4,1927E-05
19288,739;4,1882E-05
19375,739;4,1873E-05
19478,739;4,1876E-05
19600,739;4,1914E-05
19651,739;4,1937E-05
19710,739;4,1963E-05
19772,739;4,1973E-05
19865,739;4,194E-05
19902,739;4,1878E-05
19961,739;4,1835E-05
20023,739;4,18E-05
20082,739;4,1765E-05
20213,739;4,18E-05
20272,739;4,1828E-05
