Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:15:45
Elapsed Time;00:00:59:971
Samples;825

--Statistics--
Minimum [W];6,1882E-05
Maximum [W];6,2288E-05
Mean [W];6,2083E-05
Standard Deviation [W];6,8461E-08
Ratio;1,007 : 1

--Graph Data--
Time (ms);Power (W)
0,000;6,2224E-05
59,000;6,2236E-05
120,000;6,2234E-05
223,000;6,2205E-05
282,000;6,2164E-05
347,000;6,214E-05
405,000;6,2133E-05
468,000;6,2118E-05
543,000;6,2103E-05
602,000;6,2069E-05
663,000;6,203E-05
724,000;6,2025E-05
833,000;6,2053E-05
947,000;6,2055E-05
1009,000;6,2061E-05
1068,000;6,2077E-05
1130,000;6,2098E-05
1191,000;6,2086E-05
1326,000;6,2028E-05
1446,000;6,1988E-05
1509,000;6,1982E-05
1621,000;6,1966E-05
1679,000;6,2002E-05
1742,000;6,2036E-05
1801,000;6,2065E-05
1863,000;6,2082E-05
1934,000;6,207E-05
1977,000;6,206E-05
2038,000;6,2091E-05
2098,000;6,2107E-05
2162,000;6,2085E-05
2229,000;6,2063E-05
2291,000;6,2042E-05
2344,000;6,2055E-05
2407,000;6,2081E-05
2466,000;6,207E-05
2586,000;6,2064E-05
2646,000;6,2097E-05
2776,000;6,2113E-05
2897,000;6,2131E-05
2957,000;6,2126E-05
2994,000;6,2123E-05
3055,000;6,2137E-05
3119,000;6,2151E-05
3187,000;6,2162E-05
3248,000;6,2177E-05
3307,000;6,2158E-05
3372,000;6,2103E-05
3431,000;6,2082E-05
3551,000;6,2086E-05
3609,000;6,2079E-05
3674,000;6,2062E-05
3733,000;6,2067E-05
3792,000;6,2083E-05
3913,000;6,1992E-05
3959,000;6,1983E-05
4042,000;6,2023E-05
4101,000;6,2031E-05
4162,000;6,2027E-05
4277,000;6,2089E-05
4336,000;6,2097E-05
4397,000;6,2074E-05
4517,000;6,2003E-05
4697,777;6,1979E-05
4760,777;6,1998E-05
4819,777;6,199E-05
4886,777;6,1981E-05
4990,777;6,2011E-05
5053,777;6,2028E-05
5112,777;6,2026E-05
5175,777;6,1996E-05
5232,777;6,1979E-05
5355,777;6,2069E-05
5420,777;6,2088E-05
5478,777;6,209E-05
5537,777;6,2096E-05
5600,777;6,2098E-05
5723,777;6,2089E-05
5782,777;6,2109E-05
5841,777;6,2113E-05
5902,777;6,2114E-05
5963,777;6,2133E-05
6077,777;6,219E-05
6143,777;6,2191E-05
6202,777;6,2193E-05
6261,777;6,2183E-05
6323,777;6,2131E-05
6447,777;6,2075E-05
6505,777;6,2026E-05
6550,777;6,1982E-05
6633,777;6,1967E-05
6674,777;6,1963E-05
6791,777;6,1954E-05
6853,777;6,1974E-05
6912,777;6,2E-05
6975,777;6,2001E-05
7033,777;6,2003E-05
7171,777;6,1959E-05
7236,777;6,1946E-05
7273,777;6,1954E-05
7357,777;6,1979E-05
7456,777;6,2046E-05
7536,777;6,2115E-05
7575,777;6,2121E-05
7658,777;6,2087E-05
7779,777;6,2113E-05
7831,777;6,2105E-05
7877,777;6,2079E-05
7938,777;6,2052E-05
8002,777;6,2023E-05
8120,777;6,2034E-05
8182,777;6,208E-05
8238,777;6,2069E-05
8301,777;6,2051E-05
8360,777;6,2052E-05
8430,777;6,2031E-05
8493,777;6,2042E-05
8552,777;6,2056E-05
8617,777;6,2091E-05
8679,777;6,214E-05
8799,777;6,2109E-05
8861,777;6,2101E-05
8920,777;6,2074E-05
8974,777;6,206E-05
9098,777;6,2068E-05
9156,777;6,1984E-05
9215,777;6,1957E-05
9276,777;6,1967E-05
9385,755;6,198E-05
9469,755;6,1989E-05
9505,755;6,2007E-05
9589,755;6,2045E-05
9706,755;6,2095E-05
9824,755;6,2025E-05
9886,755;6,1984E-05
10009,755;6,2081E-05
10082,755;6,2091E-05
10116,755;6,2086E-05
10177,755;6,2088E-05
10251,755;6,2067E-05
10310,755;6,2021E-05
10352,755;6,2003E-05
10439,755;6,2027E-05
10472,755;6,2071E-05
10568,755;6,2099E-05
10665,755;6,2091E-05
10725,755;6,212E-05
10795,755;6,2087E-05
10913,755;6,2097E-05
10951,755;6,2112E-05
11036,755;6,2104E-05
11071,755;6,2076E-05
11155,755;6,2051E-05
11275,755;6,2091E-05
11334,755;6,2163E-05
11396,755;6,222E-05
11455,755;6,2229E-05
11560,755;6,2134E-05
11624,755;6,209E-05
11692,755;6,2058E-05
11751,755;6,2022E-05
11873,755;6,1992E-05
11915,755;6,2001E-05
11999,755;6,2027E-05
12036,755;6,204E-05
12095,755;6,2035E-05
12166,755;6,2054E-05
12233,755;6,2081E-05
12300,755;6,2086E-05
12341,755;6,2081E-05
12400,755;6,2083E-05
12470,755;6,2075E-05
12530,755;6,2091E-05
12579,755;6,2147E-05
12638,755;6,2164E-05
12721,755;6,2126E-05
12843,755;6,2105E-05
12880,755;6,21E-05
12963,755;6,2102E-05
13003,755;6,2114E-05
13061,755;6,2117E-05
13133,755;6,2093E-05
13191,755;6,21E-05
13255,755;6,2091E-05
13314,755;6,2032E-05
13379,755;6,1977E-05
13498,755;6,1941E-05
13559,755;6,1921E-05
13608,755;6,1884E-05
13678,755;6,1883E-05
13794,755;6,1922E-05
13859,755;6,1979E-05
13918,755;6,1988E-05
13976,755;6,1944E-05
14036,755;6,1932E-05
14151,755;6,1951E-05
14209,755;6,2021E-05
14273,755;6,2108E-05
14331,755;6,206E-05
14396,755;6,1956E-05
14523,755;6,1984E-05
14585,755;6,2036E-05
14644,755;6,2026E-05
14708,755;6,2039E-05
14825,755;6,1995E-05
14929,755;6,1948E-05
15013,755;6,1945E-05
15109,755;6,1964E-05
15171,755;6,1955E-05
15233,755;6,1947E-05
15296,755;6,1966E-05
15355,755;6,1986E-05
15425,755;6,2011E-05
15483,755;6,2055E-05
15545,755;6,2112E-05
15614,755;6,2131E-05
15676,755;6,2083E-05
15773,755;6,1997E-05
15857,755;6,1993E-05
15894,755;6,2001E-05
15964,755;6,201E-05
16026,755;6,2098E-05
16098,755;6,2193E-05
16195,755;6,213E-05
16258,755;6,2105E-05
16320,755;6,2096E-05
16393,755;6,209E-05
16456,755;6,2072E-05
16518,755;6,2058E-05
16576,755;6,2077E-05
16639,755;6,2146E-05
16736,755;6,2228E-05
16870,180;6,218E-05
16929,180;6,2157E-05
17002,180;6,2158E-05
17050,180;6,216E-05
17112,180;6,2152E-05
17171,180;6,2143E-05
17236,180;6,212E-05
17354,180;6,2034E-05
17470,180;6,2085E-05
17529,180;6,2088E-05
17591,180;6,2071E-05
17716,180;6,2128E-05
17774,180;6,2177E-05
17834,180;6,2208E-05
17895,180;6,2174E-05
17966,180;6,2118E-05
18034,180;6,2067E-05
18072,180;6,2044E-05
18131,180;6,2083E-05
18190,180;6,2077E-05
18261,180;6,2003E-05
18325,180;6,1997E-05
18386,180;6,2009E-05
18445,180;6,1982E-05
18564,180;6,1997E-05
18685,180;6,2021E-05
18729,180;6,2E-05
18787,180;6,1983E-05
18850,180;6,1993E-05
18924,180;6,1996E-05
18983,180;6,1969E-05
19045,180;6,1956E-05
19104,180;6,1954E-05
19166,180;6,1977E-05
19274,180;6,2026E-05
19334,180;6,2021E-05
19396,180;6,1973E-05
19455,180;6,1931E-05
19526,180;6,1899E-05
19585,180;6,1882E-05
19631,180;6,1907E-05
19690,180;6,1956E-05
19755,180;6,2011E-05
19873,180;6,2039E-05
19938,180;6,2083E-05
20062,180;6,2047E-05
20120,180;6,2063E-05
20191,180;6,2066E-05
20250,180;6,2105E-05
20313,180;6,2146E-05
20376,180;6,2122E-05
20414,180;6,2071E-05
20485,180;6,2068E-05
