Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:52:20
Elapsed Time;00:00:59:991
Samples;810

--Statistics--
Minimum [W];7,9101E-05
Maximum [W];7,9699E-05
Mean [W];7,9425E-05
Standard Deviation [W];9,9987E-08
Ratio;1,008 : 1

--Graph Data--
Time (ms);Power (W)
0,000;7,9401E-05
59,000;7,9353E-05
179,932;7,9329E-05
242,932;7,935E-05
300,932;7,9356E-05
424,932;7,9289E-05
544,932;7,9101E-05
660,932;7,9183E-05
724,932;7,9311E-05
849,300;7,9412E-05
908,300;7,9382E-05
973,300;7,9394E-05
1034,300;7,9407E-05
1155,300;7,9313E-05
1191,300;7,9292E-05
1274,300;7,9268E-05
1319,300;7,9324E-05
1378,300;7,941E-05
1502,423;7,9273E-05
1563,423;7,9221E-05
1625,423;7,9239E-05
1682,423;7,9255E-05
1744,423;7,9249E-05
1813,423;7,9283E-05
1871,423;7,9352E-05
1936,423;7,9422E-05
1998,423;7,9454E-05
2042,423;7,9424E-05
2113,423;7,9373E-05
2178,423;7,9308E-05
2237,423;7,9249E-05
2296,423;7,9237E-05
2357,423;7,9271E-05
2466,423;7,9319E-05
2522,423;7,9317E-05
2587,423;7,9327E-05
2648,423;7,9394E-05
2751,423;7,9463E-05
2838,423;7,9532E-05
2899,423;7,9554E-05
2958,423;7,9565E-05
3022,423;7,9548E-05
3081,423;7,9515E-05
3263,423;7,9345E-05
3325,423;7,9331E-05
3361,423;7,9354E-05
3457,423;7,9408E-05
3556,423;7,9397E-05
3615,423;7,9339E-05
3698,423;7,9335E-05
3736,423;7,934E-05
3793,423;7,9347E-05
3925,423;7,9387E-05
3987,423;7,9432E-05
4046,423;7,945E-05
4108,423;7,9461E-05
4212,423;7,9492E-05
4285,423;7,9489E-05
4343,423;7,9519E-05
4405,423;7,9561E-05
4521,423;7,9502E-05
4593,423;7,9473E-05
4628,423;7,9423E-05
4689,423;7,9399E-05
4773,423;7,9381E-05
4895,423;7,9341E-05
4932,423;7,9346E-05
5006,423;7,9335E-05
5070,423;7,9342E-05
5187,423;7,934E-05
5247,423;7,9387E-05
5306,423;7,9465E-05
5376,423;7,9512E-05
5472,423;7,946E-05
5533,423;7,9436E-05
5598,423;7,9454E-05
5657,423;7,9472E-05
5731,423;7,9485E-05
5853,423;7,9457E-05
5916,423;7,9439E-05
5975,423;7,9402E-05
6012,423;7,9324E-05
6096,423;7,9265E-05
6217,423;7,9376E-05
6276,423;7,9445E-05
6333,423;7,9487E-05
6392,423;7,95E-05
6510,423;7,9461E-05
6633,423;7,9433E-05
6692,423;7,9422E-05
6757,423;7,9417E-05
6878,423;7,9472E-05
6940,423;7,9497E-05
6997,423;7,9498E-05
7038,423;7,9504E-05
7099,423;7,9536E-05
7232,423;7,9623E-05
7291,423;7,9617E-05
7353,423;7,9593E-05
7416,423;7,9561E-05
7536,423;7,9508E-05
7593,423;7,9472E-05
7646,423;7,9468E-05
7705,423;7,9469E-05
7776,423;7,946E-05
7841,423;7,9447E-05
7900,423;7,9449E-05
7962,423;7,9467E-05
8021,423;7,9455E-05
8142,423;7,9318E-05
8205,423;7,9284E-05
8263,423;7,9298E-05
8386,423;7,9306E-05
8505,423;7,9277E-05
8545,423;7,9252E-05
8629,423;7,9226E-05
8670,423;7,9247E-05
8728,423;7,9248E-05
8798,423;7,919E-05
8860,423;7,9177E-05
8925,423;7,92E-05
8984,423;7,9233E-05
9047,423;7,9269E-05
9169,423;7,9416E-05
9231,423;7,9444E-05
9290,423;7,9451E-05
9327,423;7,9442E-05
9400,423;7,9426E-05
9521,423;7,9362E-05
9570,423;7,9327E-05
9637,423;7,9331E-05
9724,423;7,9344E-05
9820,423;7,9321E-05
9879,423;7,932E-05
9942,423;7,9349E-05
10001,423;7,9417E-05
10064,423;7,9485E-05
10172,423;7,9525E-05
10232,423;7,9469E-05
10316,423;7,936E-05
10354,423;7,931E-05
10412,423;7,9328E-05
10545,423;7,9339E-05
10604,423;7,935E-05
10665,423;7,9348E-05
10724,423;7,9348E-05
10794,423;7,9337E-05
10919,423;7,9276E-05
10955,423;7,9258E-05
11040,423;7,9279E-05
11137,423;7,9391E-05
11203,423;7,946E-05
11261,423;7,9539E-05
11320,423;7,9622E-05
11381,423;7,9676E-05
11451,423;7,9661E-05
11513,423;7,9601E-05
11571,423;7,9521E-05
11637,423;7,9463E-05
11696,423;7,9443E-05
11820,423;7,9474E-05
11884,423;7,9485E-05
11942,423;7,9492E-05
12001,423;7,9481E-05
12064,423;7,9431E-05
12167,423;7,9399E-05
12226,423;7,9403E-05
12289,423;7,9415E-05
12346,423;7,9405E-05
12409,423;7,9402E-05
12534,423;7,9406E-05
12592,423;7,9408E-05
12651,423;7,9393E-05
12782,423;7,9344E-05
12906,423;7,9391E-05
12965,423;7,9426E-05
13026,423;7,9471E-05
13084,423;7,9488E-05
13146,423;7,9472E-05
13270,423;7,9448E-05
13329,423;7,9438E-05
13387,423;7,9457E-05
13498,423;7,9465E-05
13569,423;7,9483E-05
13627,423;7,9496E-05
13686,423;7,9483E-05
13749,423;7,9457E-05
13796,423;7,9432E-05
13867,423;7,9398E-05
13930,423;7,9342E-05
13987,423;7,9264E-05
14051,423;7,9208E-05
14135,423;7,9205E-05
14231,423;7,921E-05
14290,423;7,923E-05
14330,423;7,9256E-05
14414,423;7,9259E-05
14473,423;7,924E-05
14595,423;7,9222E-05
14632,423;7,9231E-05
14709,423;7,928E-05
14774,423;7,9364E-05
14833,423;7,9439E-05
14938,423;7,9443E-05
14996,423;7,9431E-05
15065,423;7,9413E-05
15124,423;7,9445E-05
15196,423;7,9465E-05
15255,423;7,9408E-05
15318,423;7,9351E-05
15376,423;7,9319E-05
15439,423;7,9296E-05
15561,263;7,936E-05
15620,263;7,9463E-05
15657,263;7,9522E-05
15718,263;7,9533E-05
15850,263;7,9458E-05
15909,263;7,9426E-05
16042,263;7,9375E-05
16160,263;7,9275E-05
16221,263;7,9268E-05
16280,263;7,9267E-05
16345,263;7,9273E-05
16448,263;7,9335E-05
16507,263;7,9336E-05
16568,263;7,9317E-05
16628,263;7,9357E-05
16691,263;7,9374E-05
16817,263;7,9337E-05
16901,263;7,9335E-05
16938,263;7,9359E-05
17022,263;7,9365E-05
17134,263;7,9346E-05
17172,263;7,938E-05
17256,263;7,9369E-05
17291,263;7,9353E-05
17354,263;7,937E-05
17429,263;7,9414E-05
17487,263;7,9478E-05
17546,263;7,9521E-05
17607,263;7,9541E-05
17666,263;7,9541E-05
17787,263;7,9502E-05
17859,263;7,9507E-05
17892,263;7,9476E-05
17951,263;7,9451E-05
18014,263;7,942E-05
18085,263;7,9368E-05
18144,263;7,9343E-05
18215,263;7,9328E-05
18273,263;7,9344E-05
18312,263;7,9379E-05
18382,263;7,939E-05
18466,263;7,9373E-05
18575,263;7,9285E-05
18617,263;7,9278E-05
18687,263;7,9269E-05
18746,263;7,9268E-05
18805,263;7,9271E-05
18926,263;7,9218E-05
19052,263;7,9197E-05
19114,263;7,9292E-05
19237,263;7,9335E-05
19342,263;7,9344E-05
19405,263;7,9407E-05
19467,263;7,9482E-05
19531,263;7,9506E-05
19649,263;7,9476E-05
19714,263;7,9441E-05
19775,263;7,9443E-05
19837,263;7,9493E-05
19955,263;7,9619E-05
20016,263;7,9681E-05
20077,263;7,9668E-05
20139,263;7,9639E-05
20262,263;7,9526E-05
20321,263;7,9496E-05
20380,263;7,9464E-05
20432,263;7,9432E-05
20554,263;7,9386E-05
20612,263;7,9383E-05
20675,263;7,9385E-05
20734,263;7,9377E-05
20846,263;7,9373E-05
20911,263;7,9403E-05
