Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:30:21
Elapsed Time;00:00:59:952
Samples;821

--Statistics--
Minimum [W];7,987E-05
Maximum [W];8,048E-05
Mean [W];8,015E-05
Standard Deviation [W];9,1716E-08
Ratio;1,008 : 1

--Graph Data--
Time (ms);Power (W)
0,000;8,0147E-05
65,000;8,0154E-05
197,632;8,0196E-05
234,632;8,0236E-05
292,632;8,0265E-05
355,632;8,0282E-05
412,632;8,0267E-05
555,310;8,0164E-05
593,310;8,016E-05
651,310;8,0167E-05
714,310;8,0125E-05
798,310;8,0076E-05
886,310;8,0032E-05
950,310;8,0024E-05
1034,310;8,0035E-05
1134,310;8,0115E-05
1270,310;8,0206E-05
1308,310;8,0249E-05
1366,310;8,0291E-05
1429,310;8,0311E-05
1611,310;8,0269E-05
1673,310;8,0242E-05
1758,310;8,019E-05
1794,310;8,0145E-05
1911,310;8,0116E-05
1987,310;8,0125E-05
2048,310;8,0142E-05
2086,310;8,0158E-05
2156,310;8,0176E-05
2219,310;8,0182E-05
2278,310;8,0166E-05
2346,310;8,0125E-05
2395,310;8,0087E-05
2519,310;8,0088E-05
2581,310;8,0131E-05
2640,310;8,0147E-05
2690,310;8,0125E-05
2763,310;8,0097E-05
2820,310;8,0101E-05
2888,310;8,0189E-05
2945,310;8,0316E-05
2993,310;8,0352E-05
3114,310;8,0251E-05
3179,310;8,0181E-05
3238,310;8,013E-05
3296,310;8,0124E-05
3358,310;8,0108E-05
3483,310;8,0194E-05
3541,310;8,0219E-05
3600,310;8,0239E-05
3660,310;8,0284E-05
3720,310;8,0238E-05
3853,310;8,0173E-05
3918,310;8,0156E-05
3976,310;8,0158E-05
4035,310;8,0211E-05
4157,872;8,0258E-05
4194,872;8,0246E-05
4277,872;8,0237E-05
4339,872;8,022E-05
4436,872;8,022E-05
4519,872;8,0246E-05
4641,872;8,0302E-05
4737,872;8,0229E-05
4802,872;8,0157E-05
4861,872;8,0092E-05
4918,872;8,0013E-05
4989,872;7,9956E-05
5061,872;7,9948E-05
5120,872;7,9962E-05
5182,872;7,9985E-05
5241,872;8,0019E-05
5302,872;8,0066E-05
5423,872;8,0138E-05
5482,872;8,0162E-05
5543,872;8,0174E-05
5603,872;8,0157E-05
5643,872;8,0126E-05
5713,872;8,0113E-05
5772,872;8,0122E-05
5831,872;8,0151E-05
5893,872;8,0173E-05
5951,872;8,0188E-05
6080,872;8,0229E-05
6142,872;8,0174E-05
6200,872;8,0103E-05
6262,872;8,006E-05
6368,872;7,998E-05
6430,872;7,9944E-05
6493,872;7,9919E-05
6552,872;7,993E-05
6611,872;7,9964E-05
6681,872;8,0006E-05
6727,872;8,0048E-05
6811,872;8,0089E-05
6849,872;8,0123E-05
6907,872;8,0149E-05
6980,872;8,0151E-05
7045,872;8,0146E-05
7101,872;8,0152E-05
7161,872;8,0153E-05
7222,872;8,0143E-05
7346,202;8,0127E-05
7405,202;8,0124E-05
7530,202;8,009E-05
7591,202;8,0074E-05
7697,202;8,0027E-05
7764,202;8,0064E-05
7822,202;8,0106E-05
7881,202;8,0137E-05
7944,202;8,0141E-05
8071,202;8,0084E-05
8116,202;8,0058E-05
8175,202;8,0038E-05
8242,202;8,0032E-05
8301,202;8,0059E-05
8423,202;8,0192E-05
8486,202;8,0224E-05
8545,202;8,0262E-05
8609,202;8,0302E-05
8671,202;8,0293E-05
8782,202;8,0244E-05
8842,202;8,0217E-05
8901,202;8,0192E-05
8979,202;8,0167E-05
9080,202;8,0111E-05
9139,202;8,0094E-05
9222,202;8,0118E-05
9260,202;8,0162E-05
9327,202;8,0174E-05
9399,202;8,015E-05
9464,202;8,0096E-05
9522,202;8,005E-05
9582,202;8,0043E-05
9644,202;8,0034E-05
9752,202;8,0097E-05
9811,202;8,0173E-05
9870,202;8,0213E-05
9931,202;8,0218E-05
9990,202;8,0192E-05
10125,202;8,0185E-05
10184,202;8,0202E-05
10246,202;8,0242E-05
10305,202;8,0236E-05
10368,202;8,0196E-05
10481,202;8,023E-05
10540,202;8,0274E-05
10600,202;8,0303E-05
10660,202;8,0284E-05
10774,202;8,0238E-05
10837,202;8,0284E-05
10896,202;8,0321E-05
10959,202;8,0299E-05
11017,202;8,0285E-05
11141,202;8,0247E-05
11204,202;8,0205E-05
11262,202;8,0179E-05
11377,202;8,0186E-05
11447,202;8,0194E-05
11513,202;8,0186E-05
11571,202;8,0189E-05
11630,202;8,0267E-05
11691,202;8,0326E-05
11813,202;8,0203E-05
11856,202;8,0171E-05
11923,202;8,0151E-05
11983,202;8,0135E-05
12107,202;8,0144E-05
12166,202;8,0168E-05
12227,202;8,0175E-05
12289,202;8,0153E-05
12408,202;8,0115E-05
12466,202;8,0121E-05
12529,202;8,0118E-05
12587,202;8,0114E-05
12700,202;8,0133E-05
12758,202;8,0155E-05
12819,202;8,018E-05
12878,202;8,0194E-05
12940,202;8,0195E-05
13014,202;8,0205E-05
13076,202;8,022E-05
13140,202;8,0218E-05
13198,202;8,0226E-05
13260,202;8,0265E-05
13378,990;8,0328E-05
13418,990;8,0331E-05
13502,990;8,0324E-05
13539,990;8,028E-05
13623,990;8,0227E-05
13741,990;8,0133E-05
13862,990;8,0156E-05
13903,990;8,0181E-05
13989,990;8,0189E-05
14084,990;8,0161E-05
14147,990;8,0128E-05
14230,990;8,0124E-05
14268,990;8,0157E-05
14352,990;8,0195E-05
14446,990;8,0155E-05
14507,990;8,0152E-05
14566,990;8,0144E-05
14628,990;8,0126E-05
14712,990;8,0122E-05
14821,990;8,013E-05
14883,990;8,0099E-05
14942,990;8,0077E-05
15007,990;8,0078E-05
15123,990;8,0066E-05
15232,990;8,0131E-05
15291,990;8,0138E-05
15363,990;8,0134E-05
15424,990;8,0168E-05
15483,990;8,0202E-05
15537,990;8,0207E-05
15594,990;8,0198E-05
15664,990;8,0172E-05
15723,990;8,013E-05
15784,990;8,0113E-05
15843,990;8,011E-05
15906,990;8,0129E-05
16030,643;8,0153E-05
16089,643;8,0145E-05
16147,643;8,0121E-05
16210,643;8,0129E-05
16321,643;8,021E-05
16380,643;8,0251E-05
16509,643;8,0272E-05
16631,643;8,0201E-05
16674,643;8,0198E-05
16733,643;8,0214E-05
16798,643;8,0226E-05
16928,069;8,0176E-05
16987,069;8,0155E-05
17035,069;8,0145E-05
17102,069;8,0145E-05
17164,069;8,0153E-05
17291,069;8,0146E-05
17349,069;8,0126E-05
17416,069;8,0112E-05
17477,069;8,0102E-05
17601,069;8,011E-05
17659,069;8,0153E-05
17771,069;8,0212E-05
17838,069;8,0258E-05
17899,069;8,0268E-05
17958,069;8,0254E-05
18022,069;8,0239E-05
18081,069;8,0181E-05
18183,069;8,0194E-05
18242,069;8,0181E-05
18303,069;8,0207E-05
18378,069;8,0229E-05
18497,069;8,0238E-05
18556,069;8,0243E-05
18618,069;8,0258E-05
18677,069;8,028E-05
18798,069;8,0309E-05
18862,069;8,0308E-05
18921,069;8,0314E-05
18979,069;8,033E-05
19092,069;8,0277E-05
19154,069;8,0225E-05
19224,069;8,0204E-05
19287,069;8,0188E-05
19384,069;8,0159E-05
19468,069;8,0171E-05
19528,069;8,0221E-05
19639,069;8,0226E-05
19763,069;8,0163E-05
19822,069;8,014E-05
19881,069;8,0122E-05
19991,069;8,0112E-05
20063,069;8,0145E-05
20127,069;8,0177E-05
20186,069;8,0226E-05
20244,069;8,0251E-05
20302,069;8,0228E-05
20429,069;8,0234E-05
20488,069;8,0243E-05
20553,069;8,0256E-05
20612,069;8,0254E-05
20671,069;8,0247E-05
20793,069;8,0275E-05
20831,069;8,0284E-05
