Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:50:06
Elapsed Time;00:00:59:969
Samples;809

--Statistics--
Minimum [W];7,9085E-05
Maximum [W];7,9645E-05
Mean [W];7,938E-05
Standard Deviation [W];9,3394E-08
Ratio;1,007 : 1

--Graph Data--
Time (ms);Power (W)
0,000;7,9389E-05
59,000;7,9405E-05
122,000;7,9385E-05
218,000;7,9334E-05
302,000;7,9341E-05
339,000;7,935E-05
422,000;7,9348E-05
543,000;7,9324E-05
580,000;7,9339E-05
647,000;7,9334E-05
709,000;7,9338E-05
780,000;7,9339E-05
839,000;7,9355E-05
904,000;7,9363E-05
963,000;7,9358E-05
1009,000;7,9374E-05
1123,000;7,9408E-05
1187,000;7,942E-05
1248,000;7,9424E-05
1307,000;7,9433E-05
1369,000;7,9423E-05
1442,000;7,942E-05
1500,000;7,9472E-05
1565,000;7,9533E-05
1624,000;7,957E-05
1682,000;7,9573E-05
1869,000;7,9385E-05
1908,000;7,9341E-05
1979,000;7,9331E-05
2038,000;7,9338E-05
2169,000;7,9369E-05
2207,000;7,9377E-05
2289,000;7,9385E-05
2343,000;7,941E-05
2464,000;7,9451E-05
2528,000;7,9453E-05
2569,000;7,9473E-05
2653,000;7,9479E-05
2774,000;7,9475E-05
2840,000;7,9434E-05
2878,000;7,9402E-05
2937,000;7,9392E-05
3071,654;7,9389E-05
3130,654;7,9426E-05
3191,654;7,9445E-05
3252,654;7,9451E-05
3315,654;7,9442E-05
3412,654;7,9383E-05
3496,654;7,9374E-05
3556,654;7,9372E-05
3597,654;7,9366E-05
3671,654;7,9347E-05
3795,654;7,9285E-05
3853,654;7,9266E-05
3916,654;7,9281E-05
3972,654;7,929E-05
4036,654;7,9303E-05
4153,654;7,9282E-05
4239,654;7,9272E-05
4330,654;7,9254E-05
4452,654;7,9263E-05
4515,654;7,9285E-05
4574,654;7,926E-05
4636,654;7,926E-05
4742,654;7,9278E-05
4804,654;7,9306E-05
4866,654;7,9372E-05
4930,654;7,9362E-05
5000,654;7,9282E-05
5101,654;7,9241E-05
5160,654;7,9223E-05
5225,654;7,9241E-05
5292,654;7,9312E-05
5354,654;7,9394E-05
5412,654;7,9467E-05
5475,654;7,9496E-05
5530,654;7,9483E-05
5662,654;7,9421E-05
5702,654;7,9436E-05
5786,654;7,9484E-05
5847,654;7,951E-05
5967,654;7,9454E-05
6004,654;7,9444E-05
6065,654;7,9454E-05
6124,654;7,947E-05
6200,654;7,9436E-05
6321,654;7,9365E-05
6380,654;7,9352E-05
6446,654;7,9347E-05
6505,654;7,9326E-05
6569,654;7,9315E-05
6690,480;7,9374E-05
6727,480;7,9381E-05
6791,480;7,94E-05
6856,480;7,9414E-05
6985,480;7,934E-05
7048,480;7,9308E-05
7109,480;7,9307E-05
7173,480;7,9341E-05
7291,480;7,9328E-05
7354,480;7,9266E-05
7413,480;7,9244E-05
7461,480;7,9257E-05
7533,480;7,926E-05
7591,480;7,9283E-05
7649,480;7,9339E-05
7708,480;7,9378E-05
7770,480;7,9369E-05
7890,480;7,9314E-05
7949,480;7,9297E-05
8001,480;7,9256E-05
8064,480;7,9222E-05
8253,262;7,9248E-05
8310,262;7,9272E-05
8372,262;7,9314E-05
8430,262;7,9328E-05
8551,650;7,9354E-05
8614,650;7,9378E-05
8675,650;7,9366E-05
8781,650;7,9315E-05
8849,650;7,9311E-05
8911,650;7,9305E-05
8970,650;7,9295E-05
9032,650;7,9278E-05
9092,650;7,929E-05
9216,763;7,9356E-05
9279,763;7,9382E-05
9336,763;7,9489E-05
9396,763;7,9494E-05
9500,763;7,9364E-05
9583,763;7,9355E-05
9621,763;7,9377E-05
9705,763;7,941E-05
9828,763;7,951E-05
9866,763;7,9546E-05
9950,763;7,9529E-05
9985,763;7,946E-05
10047,763;7,9421E-05
10119,763;7,9411E-05
10202,763;7,9397E-05
10236,763;7,9382E-05
10295,763;7,9378E-05
10357,763;7,937E-05
10479,763;7,9428E-05
10537,763;7,9448E-05
10599,763;7,9374E-05
10656,763;7,929E-05
10782,763;7,9284E-05
10847,763;7,9276E-05
10906,763;7,9273E-05
10946,763;7,9296E-05
11009,763;7,9307E-05
11079,763;7,9292E-05
11137,763;7,9234E-05
11282,763;7,9149E-05
11385,763;7,9209E-05
11509,763;7,9283E-05
11567,763;7,931E-05
11626,763;7,9343E-05
11676,763;7,9384E-05
11745,763;7,9391E-05
11804,763;7,9393E-05
11862,763;7,9401E-05
11925,763;7,9394E-05
11994,763;7,9391E-05
12103,763;7,9428E-05
12165,763;7,9402E-05
12224,763;7,936E-05
12286,763;7,931E-05
12346,763;7,9229E-05
12485,763;7,9157E-05
12521,763;7,9182E-05
12582,763;7,9216E-05
12642,763;7,9259E-05
12705,763;7,9317E-05
12835,831;7,932E-05
12894,831;7,9286E-05
12959,831;7,9271E-05
13018,831;7,9292E-05
13138,831;7,9299E-05
13195,831;7,928E-05
13253,831;7,93E-05
13311,831;7,9305E-05
13433,831;7,9232E-05
13491,831;7,9255E-05
13554,831;7,9283E-05
13613,831;7,9293E-05
13735,831;7,9394E-05
13800,831;7,9418E-05
13859,831;7,9412E-05
13918,831;7,9408E-05
14040,831;7,9347E-05
14080,831;7,9349E-05
14164,831;7,9349E-05
14223,831;7,9335E-05
14333,831;7,9342E-05
14391,831;7,9272E-05
14454,831;7,9228E-05
14571,831;7,916E-05
14638,831;7,9148E-05
14701,831;7,9165E-05
14760,831;7,9215E-05
14819,831;7,9265E-05
14881,831;7,9314E-05
14986,831;7,931E-05
15045,831;7,9269E-05
15129,831;7,9237E-05
15165,831;7,9234E-05
15249,831;7,9274E-05
15350,831;7,9333E-05
15413,831;7,9344E-05
15472,831;7,9354E-05
15538,831;7,9447E-05
15607,831;7,9582E-05
15668,831;7,963E-05
15789,831;7,952E-05
15851,831;7,9482E-05
15952,831;7,949E-05
16010,831;7,9536E-05
16094,831;7,957E-05
16132,831;7,9614E-05
16190,831;7,9645E-05
16261,831;7,9631E-05
16326,831;7,9572E-05
16384,831;7,9508E-05
16451,831;7,9442E-05
16515,831;7,9384E-05
16613,831;7,9301E-05
16696,831;7,9259E-05
16755,831;7,9234E-05
16869,831;7,9253E-05
16990,831;7,9252E-05
17049,831;7,9273E-05
17094,831;7,9315E-05
17178,831;7,9363E-05
17236,831;7,9415E-05
17357,831;7,9421E-05
17478,153;7,9246E-05
17541,153;7,9208E-05
17577,153;7,9248E-05
17644,153;7,9357E-05
17699,153;7,9405E-05
17762,153;7,9383E-05
17821,153;7,9406E-05
17879,153;7,9494E-05
17955,153;7,9539E-05
18018,153;7,9485E-05
18077,153;7,9383E-05
18139,153;7,9331E-05
18198,153;7,9394E-05
18314,153;7,9424E-05
18371,153;7,9425E-05
18429,153;7,9396E-05
18493,153;7,9366E-05
18611,153;7,9316E-05
18683,153;7,9304E-05
18742,153;7,9286E-05
18806,153;7,9286E-05
18923,153;7,9334E-05
18981,153;7,9291E-05
19023,153;7,93E-05
19086,153;7,9319E-05
19144,153;7,9304E-05
19216,153;7,9304E-05
19278,153;7,935E-05
19337,153;7,9386E-05
19394,153;7,9408E-05
19453,153;7,943E-05
19524,153;7,9419E-05
19587,153;7,939E-05
19727,153;7,9379E-05
19763,153;7,9278E-05
19885,926;7,942E-05
19946,926;7,945E-05
20005,926;7,9466E-05
20049,926;7,9484E-05
20108,926;7,949E-05
20180,926;7,9486E-05
20238,926;7,9487E-05
20300,926;7,9478E-05
20359,926;7,9461E-05
20424,926;7,9465E-05
20550,032;7,9497E-05
20609,032;7,9475E-05
20671,032;7,9431E-05
20730,032;7,9416E-05
