Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 17:07:15
Elapsed Time;00:00:59:981
Samples;811

--Statistics--
Minimum [W];2,1369E-05
Maximum [W];2,16E-05
Mean [W];2,1457E-05
Standard Deviation [W];3,9024E-08
Ratio;1,011 : 1

--Graph Data--
Time (ms);Power (W)
0,000;2,1423E-05
62,000;2,1404E-05
183,000;2,1421E-05
305,000;2,1398E-05
361,000;2,1409E-05
431,000;2,1416E-05
468,000;2,1427E-05
552,000;2,1424E-05
590,000;2,1396E-05
673,000;2,1397E-05
775,000;2,1432E-05
838,000;2,1428E-05
896,000;2,1418E-05
955,000;2,1424E-05
1016,000;2,1416E-05
1087,000;2,141E-05
1155,000;2,1419E-05
1192,000;2,1413E-05
1251,000;2,1418E-05
1313,000;2,1431E-05
1386,000;2,1419E-05
1443,000;2,1398E-05
1506,000;2,1396E-05
1632,000;2,1398E-05
1757,000;2,141E-05
1818,000;2,1414E-05
1866,000;2,1424E-05
1926,000;2,1424E-05
1991,000;2,1413E-05
2108,000;2,1406E-05
2170,000;2,1404E-05
2231,000;2,1428E-05
2296,000;2,1448E-05
2356,000;2,1455E-05
2476,760;2,1459E-05
2538,760;2,1404E-05
2593,760;2,1369E-05
2656,760;2,1374E-05
2715,760;2,1393E-05
2837,760;2,1432E-05
2883,760;2,1439E-05
2942,760;2,1428E-05
3012,760;2,1408E-05
3134,836;2,1436E-05
3195,836;2,145E-05
3258,836;2,1451E-05
3363,836;2,1439E-05
3455,836;2,1444E-05
3488,836;2,1454E-05
3546,836;2,1442E-05
3610,836;2,1444E-05
3669,836;2,145E-05
3798,126;2,1434E-05
3862,126;2,1425E-05
3923,126;2,1429E-05
3982,126;2,1413E-05
4044,126;2,1375E-05
4162,126;2,1386E-05
4220,126;2,1421E-05
4283,126;2,1433E-05
4344,126;2,1431E-05
4449,126;2,1408E-05
4508,126;2,1406E-05
4570,126;2,1438E-05
4629,126;2,1451E-05
4692,126;2,1436E-05
4832,126;2,1409E-05
4890,126;2,1401E-05
4949,126;2,1399E-05
5012,126;2,1405E-05
5110,126;2,1415E-05
5177,126;2,1413E-05
5235,126;2,1405E-05
5298,126;2,1408E-05
5370,126;2,1401E-05
5483,126;2,1374E-05
5539,126;2,1385E-05
5600,126;2,1408E-05
5721,126;2,141E-05
5779,126;2,1406E-05
5842,126;2,1405E-05
5897,126;2,1411E-05
5967,126;2,1421E-05
6030,126;2,1423E-05
6089,126;2,1428E-05
6148,126;2,1452E-05
6209,126;2,1464E-05
6335,126;2,1428E-05
6434,126;2,1383E-05
6518,126;2,1381E-05
6577,126;2,1379E-05
6738,126;2,1399E-05
6798,126;2,1396E-05
6857,126;2,1394E-05
6918,126;2,1388E-05
7055,126;2,1409E-05
7118,126;2,1403E-05
7178,126;2,1395E-05
7242,126;2,139E-05
7352,126;2,1385E-05
7419,126;2,1382E-05
7478,126;2,1384E-05
7541,126;2,1399E-05
7661,126;2,1437E-05
7719,126;2,1446E-05
7783,126;2,1438E-05
7842,126;2,1426E-05
7962,144;2,1421E-05
8024,144;2,1416E-05
8063,144;2,1415E-05
8147,144;2,141E-05
8243,144;2,1454E-05
8308,144;2,1455E-05
8393,144;2,1428E-05
8427,144;2,141E-05
8502,144;2,1411E-05
8622,294;2,1452E-05
8681,294;2,1434E-05
8746,294;2,1434E-05
8804,294;2,1452E-05
8920,294;2,1472E-05
8978,294;2,1462E-05
9044,294;2,1441E-05
9103,294;2,1444E-05
9162,294;2,1461E-05
9287,639;2,1447E-05
9351,639;2,1434E-05
9409,639;2,1424E-05
9531,639;2,1399E-05
9631,639;2,1435E-05
9692,639;2,1419E-05
9756,639;2,1427E-05
9815,639;2,1435E-05
9873,639;2,1424E-05
10003,639;2,1425E-05
10066,639;2,143E-05
10124,639;2,1437E-05
10189,639;2,1427E-05
10307,639;2,1424E-05
10371,639;2,1443E-05
10430,639;2,1458E-05
10492,639;2,1459E-05
10664,389;2,1447E-05
10727,389;2,1448E-05
10785,389;2,1445E-05
10848,389;2,1445E-05
10970,389;2,147E-05
11031,389;2,146E-05
11095,389;2,1461E-05
11153,389;2,1481E-05
11277,433;2,1491E-05
11336,433;2,1491E-05
11398,433;2,1495E-05
11460,433;2,1487E-05
11578,433;2,1445E-05
11637,433;2,1412E-05
11700,433;2,1411E-05
11758,433;2,142E-05
11875,433;2,1427E-05
11933,433;2,1426E-05
11996,433;2,1414E-05
12055,433;2,1401E-05
12117,433;2,1398E-05
12241,433;2,1386E-05
12302,433;2,1421E-05
12366,433;2,1439E-05
12425,433;2,1436E-05
12523,433;2,1453E-05
12647,433;2,1442E-05
12706,433;2,1429E-05
12765,433;2,1438E-05
12837,433;2,1449E-05
12890,433;2,1445E-05
12948,433;2,1443E-05
13015,433;2,1446E-05
13072,433;2,1449E-05
13198,433;2,1422E-05
13256,433;2,1427E-05
13318,433;2,1437E-05
13377,433;2,1439E-05
13497,433;2,1419E-05
13558,433;2,1423E-05
13621,433;2,1432E-05
13678,433;2,1424E-05
13808,433;2,1436E-05
13871,433;2,1424E-05
13930,433;2,1412E-05
13968,433;2,1438E-05
14040,433;2,1438E-05
14110,433;2,1403E-05
14168,433;2,1399E-05
14230,433;2,1412E-05
14288,433;2,1428E-05
14350,433;2,1428E-05
14473,433;2,1417E-05
14535,433;2,1418E-05
14593,433;2,1413E-05
14656,433;2,14E-05
14772,433;2,1432E-05
14893,269;2,1453E-05
14954,269;2,1455E-05
15010,269;2,1449E-05
15064,269;2,143E-05
15133,269;2,1411E-05
15194,269;2,1403E-05
15253,269;2,1414E-05
15318,269;2,1419E-05
15380,269;2,1418E-05
15485,269;2,1416E-05
15544,269;2,1402E-05
15607,269;2,1392E-05
15793,269;2,1439E-05
15844,269;2,1443E-05
15905,269;2,1429E-05
15966,269;2,1419E-05
16039,269;2,1411E-05
16098,269;2,1407E-05
16161,269;2,1409E-05
16219,269;2,141E-05
16282,269;2,1413E-05
16379,269;2,1417E-05
16463,269;2,1438E-05
16501,269;2,1456E-05
16584,269;2,1456E-05
16683,269;2,1434E-05
16747,269;2,1415E-05
16806,269;2,1402E-05
16864,269;2,1399E-05
17006,323;2,1436E-05
17105,323;2,1427E-05
17163,323;2,1442E-05
17247,323;2,1449E-05
17285,323;2,144E-05
17369,323;2,1439E-05
17467,323;2,1447E-05
17525,323;2,1443E-05
17591,323;2,1419E-05
17650,323;2,14E-05
17712,323;2,1401E-05
17781,323;2,1415E-05
17840,323;2,1428E-05
17899,323;2,1436E-05
17962,323;2,1429E-05
18021,323;2,1425E-05
18142,323;2,1459E-05
18204,323;2,1459E-05
18265,323;2,1442E-05
18327,323;2,1443E-05
18449,323;2,1454E-05
18507,323;2,1446E-05
18572,323;2,145E-05
18631,323;2,1436E-05
18690,323;2,1436E-05
18875,259;2,1476E-05
18934,259;2,15E-05
18995,259;2,1513E-05
19056,259;2,1508E-05
19169,259;2,1507E-05
19228,259;2,1485E-05
19286,259;2,1462E-05
19349,259;2,1455E-05
19410,259;2,1458E-05
19532,803;2,1444E-05
19593,803;2,1448E-05
19654,803;2,1455E-05
19713,803;2,1435E-05
19777,803;2,1408E-05
19896,803;2,1383E-05
19958,803;2,139E-05
20019,803;2,1407E-05
20058,803;2,1414E-05
20123,803;2,1417E-05
20193,803;2,1436E-05
20241,803;2,1455E-05
20303,803;2,1448E-05
20363,803;2,1438E-05
20426,803;2,1437E-05
20496,803;2,1443E-05
20554,803;2,1448E-05
20611,803;2,1435E-05
20673,803;2,1413E-05
20732,803;2,1408E-05
20856,449;2,1382E-05
20915,449;2,1391E-05
20977,449;2,1404E-05
