Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 17:16:44
Elapsed Time;00:00:59:990
Samples;819

--Statistics--
Minimum [W];1,3184E-05
Maximum [W];1,3349E-05
Mean [W];1,3255E-05
Standard Deviation [W];3,1844E-08
Ratio;1,013 : 1

--Graph Data--
Time (ms);Power (W)
0,000;1,3241E-05
143,000;1,325E-05
205,000;1,3255E-05
258,000;1,3247E-05
320,000;1,3229E-05
422,000;1,3219E-05
505,000;1,3236E-05
564,000;1,3251E-05
675,000;1,3237E-05
798,000;1,3218E-05
857,000;1,3235E-05
919,000;1,3236E-05
979,000;1,322E-05
1103,418;1,321E-05
1166,418;1,3211E-05
1223,418;1,3213E-05
1289,418;1,3217E-05
1394,418;1,3208E-05
1452,418;1,3213E-05
1514,418;1,3235E-05
1573,418;1,3246E-05
1644,418;1,3226E-05
1707,418;1,3196E-05
1766,418;1,3191E-05
1827,418;1,319E-05
1868,418;1,3184E-05
1939,418;1,319E-05
2004,418;1,3199E-05
2063,418;1,3199E-05
2126,418;1,3195E-05
2187,418;1,319E-05
2314,418;1,3217E-05
2373,418;1,3229E-05
2438,418;1,3228E-05
2487,418;1,3232E-05
2552,418;1,3244E-05
2674,418;1,324E-05
2736,418;1,3235E-05
2794,418;1,3235E-05
2836,418;1,3236E-05
2919,418;1,3234E-05
3016,418;1,323E-05
3078,418;1,3222E-05
3137,418;1,3222E-05
3202,418;1,3229E-05
3261,418;1,3235E-05
3332,418;1,323E-05
3391,418;1,3211E-05
3454,418;1,3205E-05
3513,418;1,3206E-05
3567,418;1,3207E-05
3688,418;1,3219E-05
3749,418;1,3208E-05
3803,418;1,3211E-05
3866,418;1,3225E-05
3994,418;1,3227E-05
4053,418;1,3239E-05
4117,418;1,3239E-05
4176,418;1,3229E-05
4238,418;1,3229E-05
4355,418;1,3252E-05
4412,418;1,3267E-05
4474,418;1,3269E-05
4535,418;1,3255E-05
4719,540;1,3186E-05
4782,540;1,3188E-05
4840,540;1,32E-05
4903,540;1,3205E-05
5007,540;1,3202E-05
5078,540;1,3206E-05
5136,540;1,3215E-05
5199,540;1,3222E-05
5320,540;1,3236E-05
5435,540;1,3254E-05
5497,540;1,3254E-05
5619,540;1,3232E-05
5676,540;1,3234E-05
5744,540;1,3236E-05
5790,540;1,3222E-05
5859,540;1,3217E-05
5920,540;1,3224E-05
5981,540;1,322E-05
6040,540;1,3207E-05
6103,540;1,32E-05
6228,540;1,321E-05
6286,540;1,3217E-05
6348,540;1,3224E-05
6410,540;1,3227E-05
6532,540;1,3211E-05
6592,540;1,3208E-05
6653,540;1,3211E-05
6712,540;1,3209E-05
6774,540;1,3206E-05
6876,540;1,3224E-05
6934,540;1,3236E-05
7012,540;1,325E-05
7053,540;1,3259E-05
7111,540;1,3261E-05
7203,540;1,3252E-05
7244,540;1,3237E-05
7307,540;1,3213E-05
7365,540;1,3195E-05
7429,540;1,3196E-05
7547,540;1,3213E-05
7612,540;1,3206E-05
7733,540;1,3209E-05
7854,540;1,3205E-05
7913,540;1,3202E-05
7974,540;1,3199E-05
8033,540;1,32E-05
8143,540;1,3203E-05
8202,540;1,3201E-05
8262,540;1,3203E-05
8320,540;1,3209E-05
8448,127;1,3208E-05
8572,127;1,3213E-05
8637,127;1,3211E-05
8740,127;1,3217E-05
8802,127;1,3225E-05
8863,127;1,3235E-05
8939,127;1,3236E-05
9057,127;1,3236E-05
9119,127;1,3234E-05
9178,127;1,323E-05
9244,127;1,3212E-05
9362,127;1,3194E-05
9424,127;1,3204E-05
9464,127;1,3215E-05
9545,127;1,3224E-05
9604,127;1,323E-05
9726,127;1,3247E-05
9787,127;1,3253E-05
9830,127;1,3247E-05
9889,127;1,3238E-05
9959,127;1,3234E-05
10018,127;1,3233E-05
10084,127;1,3237E-05
10143,127;1,3235E-05
10263,127;1,3215E-05
10384,127;1,3213E-05
10447,127;1,3214E-05
10505,127;1,322E-05
10552,127;1,3226E-05
10623,127;1,3223E-05
10682,127;1,3227E-05
10745,127;1,3238E-05
10803,127;1,3238E-05
10864,127;1,3224E-05
10972,127;1,3206E-05
11033,127;1,3201E-05
11097,127;1,3197E-05
11173,127;1,3201E-05
11294,929;1,3214E-05
11353,929;1,3218E-05
11390,929;1,3217E-05
11473,929;1,3215E-05
11595,929;1,3213E-05
11705,929;1,3222E-05
11767,929;1,3218E-05
11885,929;1,3204E-05
11944,929;1,3217E-05
12007,929;1,3233E-05
12064,929;1,3246E-05
12194,929;1,3248E-05
12257,929;1,3244E-05
12315,929;1,323E-05
12378,929;1,322E-05
12477,929;1,3201E-05
12535,929;1,3202E-05
12597,929;1,3205E-05
12658,929;1,3208E-05
12717,929;1,3205E-05
12862,929;1,3201E-05
12898,929;1,3202E-05
12959,929;1,3202E-05
13018,929;1,3205E-05
13082,929;1,3216E-05
13200,929;1,3231E-05
13259,929;1,3233E-05
13342,929;1,3236E-05
13389,929;1,3235E-05
13518,929;1,322E-05
13577,929;1,3205E-05
13635,929;1,3202E-05
13700,929;1,3206E-05
13824,929;1,3207E-05
13872,929;1,3215E-05
13935,929;1,3219E-05
13994,929;1,3215E-05
14103,929;1,3208E-05
14187,929;1,3202E-05
14228,929;1,3202E-05
14287,929;1,3199E-05
14350,929;1,3196E-05
14418,929;1,3204E-05
14481,929;1,3217E-05
14538,929;1,3223E-05
14601,929;1,3223E-05
14659,929;1,323E-05
14787,929;1,3245E-05
14849,929;1,3236E-05
14909,929;1,3227E-05
14962,929;1,3227E-05
15021,929;1,3231E-05
15143,929;1,3234E-05
15202,929;1,3219E-05
15264,929;1,321E-05
15383,929;1,3214E-05
15504,929;1,3227E-05
15567,929;1,3234E-05
15625,929;1,3234E-05
15671,929;1,3224E-05
15749,929;1,3217E-05
15811,929;1,3214E-05
15869,929;1,3221E-05
15922,929;1,3232E-05
15980,929;1,3233E-05
16099,929;1,3241E-05
16158,929;1,3244E-05
16221,929;1,3231E-05
16280,929;1,3224E-05
16352,929;1,3222E-05
16414,929;1,3221E-05
16473,929;1,3219E-05
16534,929;1,3218E-05
16593,929;1,3218E-05
16714,929;1,3221E-05
16777,929;1,3222E-05
16836,929;1,3223E-05
16875,929;1,3228E-05
16959,929;1,3231E-05
17079,929;1,3217E-05
17138,929;1,3219E-05
17182,929;1,3228E-05
17254,929;1,3238E-05
17376,929;1,3246E-05
17437,929;1,3243E-05
17484,929;1,3238E-05
17543,929;1,3233E-05
17616,929;1,3234E-05
17674,929;1,3235E-05
17737,929;1,3226E-05
17859,929;1,3237E-05
17961,929;1,3245E-05
18023,929;1,3245E-05
18082,929;1,3242E-05
18146,929;1,3238E-05
18204,929;1,3242E-05
18340,319;1,3246E-05
18399,319;1,3248E-05
18462,319;1,3246E-05
18510,319;1,3245E-05
18581,319;1,3258E-05
18636,319;1,3276E-05
18699,319;1,3273E-05
18757,319;1,3263E-05
18820,319;1,3259E-05
18941,319;1,3247E-05
19001,319;1,3245E-05
19064,319;1,325E-05
19121,319;1,325E-05
19244,319;1,3215E-05
19310,319;1,3217E-05
19420,319;1,324E-05
19479,319;1,3243E-05
19600,319;1,3228E-05
19664,319;1,3228E-05
19723,319;1,3234E-05
19784,319;1,3239E-05
19906,319;1,3223E-05
19965,319;1,3215E-05
20030,319;1,3219E-05
20089,319;1,323E-05
20211,527;1,3242E-05
20270,527;1,3244E-05
20335,527;1,3241E-05
20393,527;1,324E-05
20509,527;1,3237E-05
20568,527;1,3239E-05
20631,527;1,3246E-05
20690,527;1,325E-05
20756,527;1,3245E-05
20864,527;1,324E-05
20986,527;1,3226E-05
21049,527;1,3214E-05
21171,527;1,3202E-05
