Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:23:08
Elapsed Time;00:00:59:972
Samples;813

--Statistics--
Minimum [W];7,9773E-05
Maximum [W];8,031E-05
Mean [W];8,0015E-05
Standard Deviation [W];9,4362E-08
Ratio;1,007 : 1

--Graph Data--
Time (ms);Power (W)
0,000;7,9907E-05
61,000;7,9933E-05
186,000;8,0005E-05
245,000;7,998E-05
304,000;7,9978E-05
366,000;8,0002E-05
471,000;8,0032E-05
530,000;8,0062E-05
592,000;8,0046E-05
654,000;8,0017E-05
730,000;8,0008E-05
836,000;8,0059E-05
897,000;8,009E-05
957,000;8,0115E-05
1021,000;8,0168E-05
1080,000;8,0213E-05
1209,000;8,0186E-05
1274,000;8,0124E-05
1331,000;8,0043E-05
1390,000;7,995E-05
1497,000;7,9816E-05
1560,000;7,9813E-05
1617,000;7,9874E-05
1684,000;7,9911E-05
1806,000;7,9853E-05
1856,000;7,9835E-05
1921,000;7,9839E-05
1980,000;7,9861E-05
2051,000;7,9894E-05
2115,000;7,9953E-05
2174,000;8,0022E-05
2282,000;8,0044E-05
2354,000;8,0066E-05
2395,000;8,0113E-05
2479,000;8,0081E-05
2576,000;7,9953E-05
2647,000;7,9991E-05
2706,000;8,0047E-05
2769,000;8,0064E-05
2827,000;8,0086E-05
2889,000;8,0107E-05
3002,429;8,0105E-05
3063,429;8,0084E-05
3130,429;8,007E-05
3188,429;8,0059E-05
3311,429;8,0097E-05
3372,429;8,0081E-05
3434,429;8,0057E-05
3492,429;8,0043E-05
3606,429;8,005E-05
3665,429;8,0049E-05
3723,429;8,0034E-05
3785,429;7,9985E-05
3846,429;7,995E-05
3917,429;7,9943E-05
3978,429;7,9932E-05
4030,429;7,9922E-05
4088,429;7,9911E-05
4147,429;7,9883E-05
4266,429;7,9867E-05
4328,429;7,9894E-05
4387,429;7,9924E-05
4457,429;7,9947E-05
4579,429;7,9999E-05
4638,429;8,0003E-05
4697,429;7,9979E-05
4760,429;7,9955E-05
4887,429;7,9905E-05
4946,429;7,9878E-05
5010,429;7,9895E-05
5068,429;7,9909E-05
5127,429;7,9887E-05
5227,429;7,9922E-05
5290,429;7,9908E-05
5352,429;7,9947E-05
5416,429;7,9956E-05
5505,429;7,9929E-05
5601,429;7,9982E-05
5672,429;7,9963E-05
5731,429;7,9933E-05
5793,429;7,9904E-05
5902,429;7,987E-05
5961,429;7,9885E-05
6023,429;7,9943E-05
6082,429;7,9985E-05
6145,429;8,0023E-05
6260,429;8,014E-05
6318,429;8,0099E-05
6385,429;8,0077E-05
6443,429;8,009E-05
6502,429;8,0092E-05
6623,788;7,999E-05
6686,788;7,9968E-05
6817,788;7,9991E-05
6938,788;8,0088E-05
7054,814;8,0015E-05
7113,814;7,9983E-05
7236,814;8,0102E-05
7295,814;8,014E-05
7355,814;8,0155E-05
7400,814;8,0149E-05
7459,814;8,011E-05
7579,814;8,0055E-05
7641,814;8,0125E-05
7700,814;8,0221E-05
7765,814;8,0257E-05
7824,814;8,0193E-05
7895,814;8,0116E-05
7960,814;8,0062E-05
8018,814;8,0027E-05
8080,814;7,9964E-05
8123,814;7,993E-05
8193,814;7,9942E-05
8251,814;7,9919E-05
8310,814;7,9891E-05
8371,814;7,9916E-05
8430,814;7,9961E-05
8553,814;7,9858E-05
8614,814;7,9799E-05
8686,814;7,9793E-05
8783,814;7,984E-05
8929,070;7,9905E-05
8965,070;7,9964E-05
9049,070;8,0037E-05
9085,070;8,0149E-05
9146,070;8,019E-05
9285,070;7,9972E-05
9328,070;7,99E-05
9390,070;7,985E-05
9449,070;7,9842E-05
9519,070;7,9867E-05
9573,070;7,9893E-05
9638,070;7,9896E-05
9699,070;7,9886E-05
9763,070;7,9913E-05
9880,070;7,9987E-05
10013,070;7,9928E-05
10071,070;7,9925E-05
10170,070;8,0088E-05
10234,070;8,0158E-05
10293,070;8,018E-05
10351,070;8,0171E-05
10414,070;8,0129E-05
10485,070;8,0085E-05
10544,070;8,0038E-05
10605,070;8,0004E-05
10664,070;8,0007E-05
10723,070;7,9998E-05
10793,070;8,0007E-05
10856,070;8,0029E-05
10915,070;8,0052E-05
10974,070;8,004E-05
11036,070;7,9994E-05
11158,070;7,9907E-05
11215,070;7,9887E-05
11278,070;7,9879E-05
11338,070;7,9883E-05
11443,070;7,9993E-05
11501,070;8,0075E-05
11589,070;8,0109E-05
11624,070;8,0113E-05
11688,070;8,0127E-05
11808,070;8,0133E-05
11920,070;8,0105E-05
11983,070;8,012E-05
12054,070;8,0121E-05
12112,070;8,0105E-05
12174,070;8,0098E-05
12233,070;8,0088E-05
12295,070;8,0089E-05
12416,070;8,011E-05
12478,070;8,0118E-05
12543,070;8,0143E-05
12602,070;8,0171E-05
12723,070;8,0161E-05
12781,070;8,0066E-05
12844,070;7,9989E-05
12904,070;7,9941E-05
13028,070;7,9924E-05
13065,070;7,9946E-05
13148,070;7,9959E-05
13186,070;7,9983E-05
13274,070;8,0025E-05
13370,070;7,9961E-05
13435,070;7,9949E-05
13519,070;7,996E-05
13553,070;7,9944E-05
13610,070;7,9909E-05
13678,070;7,9881E-05
13735,070;7,9878E-05
13805,070;7,9915E-05
13866,070;7,9978E-05
13925,070;8,0024E-05
14048,070;8,0144E-05
14107,070;8,0148E-05
14168,070;8,0086E-05
14227,070;8,0027E-05
14289,070;7,9986E-05
14475,070;7,9943E-05
14534,070;7,9919E-05
14595,070;7,9922E-05
14632,070;7,9951E-05
14757,070;7,991E-05
14818,070;7,9884E-05
14877,070;7,9893E-05
14939,070;7,9922E-05
15113,070;8,0035E-05
15175,070;8,0031E-05
15237,070;8,0016E-05
15300,070;7,9993E-05
15368,070;7,9996E-05
15429,070;8,0034E-05
15494,070;8,0087E-05
15558,070;8,0107E-05
15617,070;8,0093E-05
15730,070;8,0108E-05
15793,070;8,0102E-05
15859,070;8,0105E-05
15897,070;8,0123E-05
15980,070;8,0158E-05
16102,070;8,0239E-05
16139,070;8,0251E-05
16214,070;8,021E-05
16279,070;8,0188E-05
16403,070;8,0191E-05
16462,070;8,012E-05
16499,070;8,0091E-05
16569,070;8,0076E-05
16638,070;8,0058E-05
16697,070;8,0016E-05
16760,070;7,9985E-05
16819,070;7,9985E-05
16884,070;8,0007E-05
17000,070;8,0109E-05
17063,070;8,0051E-05
17122,070;8,0014E-05
17162,070;8,0005E-05
17245,070;8,0002E-05
17351,070;7,9997E-05
17409,070;8,0011E-05
17472,070;8,0037E-05
17531,070;8,0032E-05
17588,070;8,0006E-05
17720,070;8,0003E-05
17782,070;8,0047E-05
17843,070;8,0101E-05
17907,070;8,0116E-05
18025,070;8,0061E-05
18149,070;8,0075E-05
18187,070;8,0064E-05
18269,070;8,0057E-05
18392,070;8,0031E-05
18450,070;8,0034E-05
18513,070;7,9976E-05
18549,070;7,9943E-05
18613,070;7,9925E-05
18681,070;7,9907E-05
18742,070;7,9921E-05
18803,070;7,994E-05
18868,070;7,9945E-05
18929,070;7,9946E-05
19051,070;7,9909E-05
19112,070;7,9923E-05
19174,070;7,9934E-05
19233,070;7,9937E-05
19354,070;7,9932E-05
19413,070;7,9936E-05
19476,070;7,9952E-05
19536,070;7,9999E-05
19637,070;8,0069E-05
19699,070;8,0061E-05
19758,070;8,0031E-05
19821,070;7,998E-05
19892,070;7,99E-05
20014,070;7,9835E-05
20073,070;7,9865E-05
20134,070;7,9894E-05
20181,070;7,9967E-05
20297,070;8,0058E-05
20359,070;8,0059E-05
20418,070;8,0074E-05
20483,070;8,0087E-05
20542,070;8,0059E-05
20661,070;7,9939E-05
20719,070;7,9932E-05
20784,070;7,9929E-05
