Optical Power Monitor 6.1.4945.818

Power Meter;PM160
Power Meter SN;400786
Sensor;
Sensor SN;
Sensor Type;
Wavelength;780 nm
Range;Auto;range changed during the measurement.

Start of Measurement;12/2/2025 16:38:43
Elapsed Time;00:00:59:996
Samples;804

--Statistics--
Minimum [W];6,1779E-05
Maximum [W];6,2312E-05
Mean [W];6,2077E-05
Standard Deviation [W];7,8729E-08
Ratio;1,009 : 1

--Graph Data--
Time (ms);Power (W)
0,000;6,2143E-05
64,000;6,2106E-05
139,000;6,2116E-05
203,000;6,2141E-05
316,000;6,2155E-05
378,000;6,2137E-05
441,000;6,2098E-05
500,000;6,2039E-05
561,000;6,1996E-05
672,000;6,1969E-05
734,000;6,1987E-05
796,000;6,2051E-05
860,000;6,2098E-05
919,000;6,2112E-05
1041,000;6,2135E-05
1100,000;6,2122E-05
1163,000;6,2103E-05
1221,000;6,2112E-05
1340,000;6,2111E-05
1401,000;6,2087E-05
1461,000;6,2084E-05
1520,000;6,2106E-05
1641,000;6,2105E-05
1704,000;6,2133E-05
1763,000;6,2173E-05
1828,000;6,2163E-05
1944,000;6,2111E-05
2006,000;6,2098E-05
2066,000;6,2097E-05
2130,000;6,2085E-05
2248,000;6,2046E-05
2309,000;6,201E-05
2370,000;6,1972E-05
2434,000;6,2E-05
2541,000;6,2015E-05
2660,000;6,203E-05
2726,000;6,2025E-05
2848,000;6,1948E-05
2910,000;6,1941E-05
2973,000;6,1967E-05
3031,000;6,2005E-05
3153,000;6,2034E-05
3212,000;6,2017E-05
3274,000;6,1997E-05
3376,000;6,2088E-05
3448,000;6,2195E-05
3507,000;6,226E-05
3565,000;6,2259E-05
3633,000;6,2228E-05
3691,000;6,2215E-05
3814,000;6,2223E-05
3876,000;6,2217E-05
3935,000;6,2238E-05
4044,000;6,2205E-05
4111,000;6,2135E-05
4199,000;6,2116E-05
4233,000;6,2086E-05
4295,000;6,2099E-05
4348,000;6,2145E-05
4444,000;6,2166E-05
4479,000;6,2152E-05
4536,000;6,2119E-05
4589,000;6,2072E-05
4675,000;6,2029E-05
4780,000;6,2038E-05
4839,000;6,2042E-05
4903,000;6,2036E-05
4961,000;6,2044E-05
5003,000;6,2055E-05
5084,000;6,2049E-05
5143,000;6,2046E-05
5200,000;6,2045E-05
5256,000;6,2046E-05
5320,000;6,2066E-05
5442,025;6,2146E-05
5505,025;6,2171E-05
5563,025;6,2159E-05
5626,025;6,214E-05
5750,025;6,2173E-05
5808,025;6,2164E-05
5867,025;6,214E-05
5928,025;6,2125E-05
6028,025;6,208E-05
6088,025;6,2047E-05
6172,025;6,206E-05
6210,025;6,2091E-05
6269,025;6,2075E-05
6345,025;6,2047E-05
6465,025;6,2051E-05
6586,025;6,2073E-05
6707,025;6,2059E-05
6770,025;6,1994E-05
6828,025;6,2008E-05
6891,025;6,2018E-05
7012,025;6,1993E-05
7053,025;6,1962E-05
7136,025;6,1924E-05
7198,025;6,1903E-05
7310,025;6,1972E-05
7368,025;6,2016E-05
7430,025;6,2038E-05
7491,025;6,207E-05
7615,025;6,2086E-05
7658,025;6,2107E-05
7717,025;6,2131E-05
7778,025;6,2152E-05
7860,025;6,2179E-05
7918,025;6,2164E-05
7956,025;6,2122E-05
8040,025;6,2119E-05
8077,025;6,213E-05
8148,025;6,2102E-05
8207,025;6,207E-05
8268,025;6,2038E-05
8331,025;6,204E-05
8442,025;6,2072E-05
8563,025;6,2082E-05
8626,025;6,2157E-05
8687,025;6,2154E-05
8761,025;6,2048E-05
8878,025;6,1976E-05
8941,025;6,2004E-05
9001,025;6,2035E-05
9047,025;6,2081E-05
9164,025;6,2144E-05
9223,025;6,2141E-05
9282,025;6,214E-05
9345,025;6,2162E-05
9416,025;6,2172E-05
9525,025;6,2082E-05
9583,025;6,2027E-05
9646,025;6,1993E-05
9775,025;6,1979E-05
9836,025;6,1996E-05
9907,025;6,1995E-05
9966,025;6,1987E-05
10087,025;6,1978E-05
10126,025;6,1969E-05
10210,025;6,1971E-05
10252,025;6,1997E-05
10313,025;6,2012E-05
10436,025;6,2009E-05
10495,025;6,2009E-05
10557,025;6,2008E-05
10625,025;6,202E-05
10747,025;6,2023E-05
10810,025;6,2031E-05
10869,025;6,2059E-05
10931,025;6,2043E-05
11035,025;6,1956E-05
11094,025;6,1925E-05
11152,025;6,1923E-05
11215,025;6,1933E-05
11274,025;6,1943E-05
11396,025;6,2019E-05
11455,025;6,2054E-05
11516,025;6,2117E-05
11575,025;6,2158E-05
11632,025;6,2166E-05
11710,025;6,2159E-05
11772,025;6,2161E-05
11831,025;6,2168E-05
11894,025;6,2161E-05
11952,025;6,2153E-05
12076,025;6,2177E-05
12139,025;6,2199E-05
12197,025;6,2221E-05
12242,025;6,2234E-05
12310,025;6,2202E-05
12371,025;6,2147E-05
12436,025;6,214E-05
12499,025;6,2144E-05
12604,025;6,2102E-05
12669,025;6,2116E-05
12727,025;6,2133E-05
12787,025;6,2117E-05
12850,025;6,2097E-05
12972,025;6,2097E-05
13031,025;6,2088E-05
13090,025;6,2077E-05
13151,025;6,2078E-05
13277,025;6,2117E-05
13337,025;6,2124E-05
13396,025;6,2146E-05
13457,025;6,2182E-05
13569,025;6,2136E-05
13628,025;6,2135E-05
13686,025;6,2162E-05
13749,025;6,221E-05
13883,194;6,2234E-05
13927,194;6,2199E-05
13985,194;6,2179E-05
14048,194;6,2185E-05
14107,194;6,2169E-05
14225,525;6,2147E-05
14302,525;6,2109E-05
14361,525;6,211E-05
14426,525;6,213E-05
14542,525;6,2156E-05
14605,525;6,2175E-05
14670,525;6,2166E-05
14707,525;6,2136E-05
14790,525;6,2109E-05
14911,525;6,2115E-05
14949,525;6,2085E-05
15009,525;6,2055E-05
15071,525;6,2044E-05
15130,525;6,2043E-05
15201,525;6,2045E-05
15268,525;6,2041E-05
15326,525;6,2045E-05
15379,525;6,2048E-05
15441,525;6,2045E-05
15570,525;6,1991E-05
15686,525;6,1965E-05
15747,525;6,1968E-05
15806,525;6,1983E-05
15930,525;6,2001E-05
15995,525;6,1996E-05
16054,525;6,1997E-05
16170,525;6,2002E-05
16291,525;6,1989E-05
16354,525;6,1999E-05
16413,525;6,2006E-05
16532,525;6,202E-05
16650,133;6,2037E-05
16713,133;6,2039E-05
16776,133;6,2046E-05
16831,133;6,2051E-05
16949,133;6,2101E-05
17011,133;6,2132E-05
17070,133;6,2132E-05
17133,133;6,2089E-05
17240,133;6,2001E-05
17301,133;6,2E-05
17361,133;6,2024E-05
17424,133;6,2036E-05
17493,133;6,2031E-05
17551,133;6,2021E-05
17610,133;6,202E-05
17675,133;6,2013E-05
17734,133;6,2008E-05
17855,133;6,2009E-05
17914,133;6,1964E-05
18000,133;6,1918E-05
18109,133;6,1901E-05
18230,133;6,1958E-05
18285,133;6,1945E-05
18344,133;6,1946E-05
18404,133;6,1985E-05
18527,242;6,2019E-05
18589,242;6,2007E-05
18647,242;6,1993E-05
18826,242;6,206E-05
18885,242;6,2089E-05
18943,242;6,2099E-05
19004,242;6,2066E-05
19114,242;6,2031E-05
19198,242;6,2012E-05
19236,242;6,197E-05
19294,242;6,1963E-05
19356,242;6,1993E-05
19479,242;6,2028E-05
19539,242;6,2077E-05
19601,242;6,214E-05
19664,242;6,2152E-05
19723,242;6,2137E-05
19849,236;6,2117E-05
19908,236;6,2086E-05
19960,236;6,2068E-05
20019,236;6,2069E-05
20083,236;6,2092E-05
20155,236;6,2145E-05
20214,236;6,2174E-05
20280,236;6,216E-05
20314,236;6,2171E-05
20373,236;6,2194E-05
20444,236;6,2198E-05
20507,236;6,2217E-05
20564,236;6,2232E-05
20622,236;6,2239E-05
20684,236;6,2259E-05
20804,236;6,2302E-05
20863,236;6,2274E-05
20934,236;6,2246E-05
