MWfrequencies,SDmean,err_SDmean
22.545090180360717,0.0,0.0
23.547094188376718,0.031746031746031744,0.022088645799247856
24.549098196392777,0.0,0.0
25.551102204408778,0.0,0.0
26.553106212424836,0.06349206349206349,0.030721695287833063
27.555110220440838,0.015873015873015872,0.01574653564323481
28.557114228456896,0.015873015873015872,0.01574653564323481
29.559118236472898,0.0,0.0
30.561122244488956,0.015873015873015872,0.01574653564323481
31.563126252504958,0.0,0.0
32.565130260521016,0.0,0.0
33.56713426853702,0.015873015873015872,0.01574653564323481
34.569138276553076,0.031746031746031744,0.022088645799247856
35.571142284569135,0.015873015873015872,0.01574653564323481
36.573146292585136,0.0,0.0
37.575150300601194,0.0,0.0
38.577154308617196,0.0,0.0
39.579158316633254,0.0,0.0
40.581162324649256,0.015873015873015872,0.01574653564323481
41.583166332665314,0.031746031746031744,0.022088645799247856
42.585170340681316,0.015873015873015872,0.01574653564323481
43.587174348697374,0.0,0.0
44.589178356713376,0.0,0.0
45.591182364729434,0.015873015873015872,0.01574653564323481
46.593186372745436,0.015873015873015872,0.01574653564323481
47.595190380761494,0.015873015873015872,0.01574653564323481
48.597194388777496,0.015873015873015872,0.01574653564323481
49.599198396793554,0.015873015873015872,0.01574653564323481
50.60120240480961,0.015873015873015872,0.01574653564323481
51.603206412825614,0.015873015873015872,0.01574653564323481
52.60521042084167,0.015873015873015872,0.01574653564323481
53.607214428857674,0.0,0.0
54.60921843687373,0.0,0.0
55.611222444889734,0.015873015873015872,0.01574653564323481
56.61322645290579,0.0,0.0
57.615230460921794,0.0,0.0
58.61723446893785,0.0,0.0
59.61923847695385,0.0,0.0
60.62124248496991,0.0,0.0
61.62324649298591,0.0,0.0
62.62525050100197,0.0,0.0
63.62725450901803,0.0,0.0
64.62925851703403,0.047619047619047616,0.02683029380090528
65.63126252505009,0.0,0.0
66.63326653306609,0.0,0.0
67.63527054108215,0.0,0.0
68.63727454909815,0.031746031746031744,0.022088645799247856
69.63927855711421,0.0,0.0
70.64128256513021,0.0,0.0
71.64328657314627,0.015873015873015872,0.01574653564323481
72.64529058116227,0.031746031746031744,0.022088645799247856
73.64729458917833,0.0,0.0
74.64929859719433,0.0,0.0
75.65130260521039,0.0,0.0
76.65330661322639,0.015873015873015872,0.01574653564323481
77.65531062124245,0.031746031746031744,0.022088645799247856
78.65731462925851,0.0,0.0
79.65931863727451,0.0,0.0
80.66132264529057,0.015873015873015872,0.01574653564323481
81.66332665330657,0.0,0.0
82.66533066132263,0.0,0.0
83.66733466933863,0.031746031746031744,0.022088645799247856
84.66933867735469,0.0,0.0
85.67134268537069,0.0,0.0
86.67334669338675,0.015873015873015872,0.01574653564323481
87.67535070140275,0.015873015873015872,0.01574653564323481
88.67735470941881,0.06349206349206349,0.030721695287833063
89.67935871743481,0.0,0.0
90.68136272545087,0.0,0.0
91.68336673346687,0.031746031746031744,0.022088645799247852
92.68537074148293,0.0,0.0
93.68737474949899,0.0,0.0
94.68937875751499,0.0,0.0
95.69138276553105,0.031746031746031744,0.022088645799247856
96.69338677354705,0.0,0.0
97.6953907815631,0.0,0.0
98.6973947895791,0.0,0.0
99.69939879759517,0.047619047619047616,0.026830293800905285
100.70140280561117,0.2857142857142857,0.05691564806354254
101.70340681362723,0.20634920634920634,0.05098540273330325
102.70541082164323,0.06349206349206349,0.030721695287833067
103.70741482965929,0.015873015873015872,0.01574653564323481
104.70941883767529,0.015873015873015872,0.01574653564323481
105.71142284569135,0.0,0.0
106.7134268537074,0.015873015873015872,0.01574653564323481
107.7154308617234,0.0,0.0
108.71743486973946,0.015873015873015872,0.01574653564323481
109.71943887775547,0.015873015873015872,0.01574653564323481
110.72144288577152,0.0,0.0
111.72344689378752,0.015873015873015872,0.01574653564323481
112.72545090180358,0.015873015873015872,0.01574653564323481
113.72745490981958,0.0,0.0
114.72945891783564,0.0,0.0
115.73146292585164,0.015873015873015872,0.01574653564323481
116.7334669338677,0.015873015873015872,0.01574653564323481
117.7354709418837,0.015873015873015872,0.01574653564323481
118.73747494989976,0.0,0.0
